0	1.000000
1	0.819131
2	0.653827
3	0.495483
4	0.344341
5	0.204615
6	0.083384
7	-0.015383
8	-0.089855
9	-0.134233
10	-0.145892
11	-0.135270
12	-0.110365
13	-0.076181
14	-0.042180
15	-0.011415
16	0.016909
17	0.036442
18	0.047796
19	0.050421
20	0.043951
21	0.032841
22	0.018984
23	0.003663
24	-0.012941
25	-0.030521
26	-0.046270
27	-0.057075
28	-0.064217
29	-0.066659
30	-0.062508
31	-0.050055
32	-0.038091
33	-0.027347
34	-0.017275
35	-0.006837
36	0.001709
37	0.012331
38	0.021243
39	0.029789
40	0.039250
41	0.045721
42	0.047125
43	0.043951
44	0.038823
45	0.032230
46	0.021548
47	0.014223
48	0.006959
49	-0.003785
50	-0.015016
51	-0.021609
52	-0.026248
53	-0.030460
54	-0.031193
55	-0.029117
56	-0.028873
57	-0.025272
58	-0.018923
59	-0.006471
60	0.009401
61	0.024173
62	0.037358
63	0.040899
64	0.041021
