0	1.000000
1	0.858137
2	0.730436
3	0.607496
4	0.487608
5	0.372360
6	0.263582
7	0.161824
8	0.071115
9	-0.005555
10	-0.062813
11	-0.098828
12	-0.116530
13	-0.120925
14	-0.113844
15	-0.099683
16	-0.081736
17	-0.060737
18	-0.039372
19	-0.019900
20	-0.004639
21	0.006776
22	0.016176
23	0.020449
24	0.017336
25	0.015261
26	0.014894
27	0.012147
28	0.005433
29	-0.001892
30	-0.007020
31	-0.010255
32	-0.015139
33	-0.017214
34	-0.019778
35	-0.020205
36	-0.020327
37	-0.018313
38	-0.015261
39	-0.014162
40	-0.011842
41	-0.010011
42	-0.007874
43	-0.007874
44	-0.009828
45	-0.012636
46	-0.017885
47	-0.027042
48	-0.034001
49	-0.037541
50	-0.039617
51	-0.041387
52	-0.040288
53	-0.037358
54	-0.032414
55	-0.026737
56	-0.021670
57	-0.016909
58	-0.009584
59	-0.003235
60	0.004700
61	0.009645
62	0.011903
63	0.010866
64	0.011476
