0	1.000000
1	0.140520
2	-0.010194
3	-0.021853
4	-0.013368
5	0.000855
6	-0.008607
7	0.006348
8	-0.000610
9	-0.008058
10	-0.006409
11	-0.003418
12	0.006959
13	0.002686
14	0.001282
15	0.002442
16	0.001709
17	-0.006471
18	0.002625
19	0.000733
20	0.006409
21	0.002930
22	0.005494
23	-0.008607
24	-0.009584
25	-0.002686
26	-0.001099
27	0.000000
28	-0.001404
29	-0.003235
30	0.002930
31	0.005005
32	-0.000610
33	0.007203
34	-0.004822
35	0.002014
36	-0.006776
37	-0.003907
38	0.002991
39	0.002747
40	-0.001282
41	-0.003846
42	0.008363
43	0.000610
44	-0.004944
45	-0.003235
46	0.001221
47	-0.001099
48	0.001526
49	-0.003418
50	-0.003418
51	0.004639
52	0.004456
53	0.009156
54	0.007936
55	-0.003663
56	0.004212
57	-0.003418
58	-0.008912
59	0.005982
60	-0.002808
61	-0.007020
62	-0.004456
63	0.006348
64	0.008302
