0	1.000000
1	0.082591
2	-0.003418
3	-0.011537
4	-0.005067
5	-0.001709
6	-0.004639
7	0.008058
8	0.001343
9	-0.005494
10	-0.006409
11	-0.003296
12	0.007752
13	0.005372
14	0.007630
15	-0.002930
16	-0.001648
17	-0.006959
18	-0.000794
19	0.003540
20	-0.003174
21	0.008668
22	0.003724
23	-0.007874
24	-0.011476
25	0.003113
26	0.002808
27	-0.002136
28	0.004090
29	0.002808
30	0.002198
31	0.005616
32	-0.000733
33	0.007874
34	0.000305
35	0.001404
36	-0.012636
37	-0.007630
38	0.002198
39	0.002259
40	0.001404
41	-0.005128
42	0.014284
43	0.004761
44	-0.005067
45	-0.007020
46	0.005250
47	-0.005250
48	0.001221
49	-0.006532
50	-0.007020
51	0.010255
52	0.006715
53	0.005860
54	0.006165
55	-0.000671
56	0.005128
57	-0.003724
58	-0.011354
59	0.011232
60	0.002625
61	-0.007142
62	-0.005250
63	0.006715
64	0.014284
