0	1.000000
1	0.933708
2	0.876572
3	0.821511
4	0.765841
5	0.710292
6	0.655842
7	0.601636
8	0.547552
9	0.493957
10	0.441216
11	0.388719
12	0.336467
13	0.284703
14	0.234037
15	0.184471
16	0.136980
17	0.091808
18	0.049567
19	0.011232
20	-0.023929
21	-0.057014
22	-0.087291
23	-0.115371
24	-0.139421
25	-0.159565
26	-0.177512
27	-0.191796
28	-0.203516
29	-0.213527
30	-0.220669
31	-0.224820
32	-0.227017
33	-0.227750
34	-0.226163
35	-0.223843
36	-0.219998
37	-0.214748
38	-0.207606
39	-0.199426
40	-0.189904
41	-0.179038
42	-0.166097
43	-0.152545
44	-0.138872
45	-0.123978
46	-0.109449
47	-0.095410
48	-0.082346
49	-0.068673
50	-0.054511
51	-0.041570
52	-0.027713
53	-0.013918
54	-0.001587
55	0.010866
56	0.023196
57	0.033085
58	0.041997
59	0.049261
60	0.056831
61	0.063545
62	0.068246
63	0.071298
64	0.072397
