0	1.000000
1	0.893908
2	0.795385
3	0.698083
4	0.603223
5	0.510011
6	0.418203
7	0.330057
8	0.245758
9	0.166158
10	0.091991
11	0.025821
12	-0.027530
13	-0.067330
14	-0.096997
15	-0.114699
16	-0.124710
17	-0.128006
18	-0.124832
19	-0.114455
20	-0.099744
21	-0.080332
22	-0.059578
23	-0.041753
24	-0.023807
25	-0.006226
26	0.008302
27	0.024417
28	0.036626
29	0.045172
30	0.048956
31	0.050665
32	0.048102
33	0.041021
34	0.030949
35	0.018069
36	0.004883
37	-0.008546
38	-0.021975
39	-0.034001
40	-0.043279
41	-0.050360
42	-0.054877
43	-0.055976
44	-0.055793
45	-0.054267
46	-0.052191
47	-0.051215
48	-0.048895
49	-0.045843
50	-0.044744
51	-0.043279
52	-0.044500
53	-0.047308
54	-0.050360
55	-0.049322
56	-0.047125
57	-0.045904
58	-0.042913
59	-0.041875
60	-0.041875
61	-0.042852
62	-0.044683
63	-0.044439
64	-0.044805
