0	1.000000
1	0.914174
2	0.837810
3	0.764681
4	0.693993
5	0.622696
6	0.552252
7	0.482786
8	0.413930
9	0.346905
10	0.281529
11	0.219021
12	0.158589
13	0.103528
14	0.053229
15	0.007203
16	-0.031132
17	-0.062263
18	-0.085338
19	-0.104017
20	-0.118056
21	-0.126175
22	-0.128983
23	-0.126908
24	-0.123123
25	-0.115309
26	-0.104444
27	-0.092235
28	-0.079783
29	-0.066842
30	-0.054145
31	-0.039983
32	-0.026676
33	-0.013185
34	-0.001831
35	0.005616
36	0.013796
37	0.019900
38	0.023074
39	0.022830
40	0.020022
41	0.015139
42	0.008851
43	0.002259
44	-0.007874
45	-0.017397
46	-0.028263
47	-0.038274
48	-0.045233
49	-0.049689
50	-0.053046
51	-0.055732
52	-0.059150
53	-0.060737
54	-0.060127
55	-0.056464
56	-0.052558
57	-0.047674
58	-0.043523
59	-0.040593
60	-0.038518
61	-0.036687
62	-0.034733
63	-0.033390
64	-0.032841
