0	1.000000
1	0.580759
2	0.233549
3	0.005433
4	-0.094799
5	-0.097912
6	-0.057563
7	-0.015932
8	0.015016
9	0.018984
10	0.007508
11	0.004212
12	0.001465
13	0.002198
14	0.008607
15	0.004395
16	-0.000610
17	-0.009889
18	-0.019289
19	-0.016359
20	-0.005921
21	0.007997
22	0.014223
23	0.010805
24	0.004090
25	0.003113
26	0.005005
27	0.008119
28	0.009095
29	0.014711
30	0.012270
31	0.007691
32	0.005860
33	0.001587
34	-0.001282
35	-0.000733
36	-0.004944
37	-0.001465
38	-0.000183
39	0.000916
40	0.000061
41	0.002625
42	-0.000122
43	0.001038
44	0.001465
45	0.001282
46	0.001404
47	0.000855
48	0.002198
49	0.001953
50	-0.001099
51	0.000000
52	0.005616
53	0.010316
54	0.013002
55	0.001160
56	-0.005189
57	-0.010927
58	-0.005799
59	0.011476
60	0.017885
61	0.020205
62	0.019534
63	0.025027
64	0.025150
