0	1.000000
1	0.769686
2	0.557136
3	0.361677
4	0.185325
5	0.041448
6	-0.062691
7	-0.118240
8	-0.134294
9	-0.121963
10	-0.087535
11	-0.043096
12	-0.005494
13	0.021731
14	0.033696
15	0.033634
16	0.022952
17	0.009156
18	0.001526
19	-0.000977
20	0.000977
21	0.002381
22	0.004029
23	0.007386
24	0.000549
25	-0.015078
26	-0.030338
27	-0.043829
28	-0.051764
29	-0.054328
30	-0.046270
31	-0.029056
32	-0.012514
33	0.001892
34	0.012575
35	0.021365
36	0.027896
37	0.027774
38	0.023013
39	0.014101
40	0.009095
41	0.007691
42	0.007813
43	0.012697
44	0.021487
45	0.031254
46	0.037358
47	0.041082
48	0.042791
49	0.036198
50	0.024966
51	0.012575
52	-0.002564
53	-0.017763
54	-0.028995
55	-0.038518
56	-0.036320
57	-0.032658
58	-0.024417
59	-0.007630
60	0.006287
61	0.019228
62	0.026981
63	0.029667
64	0.031498
