0	1.000000
1	0.655903
2	0.350324
3	0.101087
4	-0.059211
5	-0.123611
6	-0.113906
7	-0.069589
8	-0.021304
9	0.011415
10	0.022769
11	0.024478
12	0.023807
13	0.020938
14	0.021243
15	0.015322
16	0.008973
17	-0.003479
18	-0.007936
19	-0.007691
20	0.001343
21	0.014894
22	0.023623
23	0.022525
24	0.004944
25	-0.015566
26	-0.030460
27	-0.029972
28	-0.019106
29	-0.000733
30	0.015078
31	0.021609
32	0.020571
33	0.006226
34	-0.006654
35	-0.017397
36	-0.017519
37	-0.007813
38	-0.000977
39	0.005738
40	0.004639
41	0.004700
42	0.005677
43	0.006654
44	0.005433
45	0.001526
46	0.001404
47	0.002320
48	0.009767
49	0.010927
50	0.015261
51	0.024173
52	0.027652
53	0.025333
54	0.018862
55	0.003052
56	-0.009095
57	-0.016298
58	-0.018740
59	-0.010438
60	0.003846
61	0.018008
62	0.029667
63	0.040899
64	0.046514
