0	1.000000
1	0.717251
2	0.463863
3	0.237700
4	0.055183
5	-0.066536
6	-0.122696
7	-0.124283
8	-0.095837
9	-0.053351
10	-0.008241
11	0.021975
12	0.035527
13	0.038335
14	0.034611
15	0.025089
16	0.010927
17	0.000855
18	0.000000
19	0.005372
20	0.011476
21	0.015627
22	0.013429
23	0.008363
24	-0.001038
25	-0.012758
26	-0.024356
27	-0.031437
28	-0.034794
29	-0.027164
30	-0.020693
31	-0.007813
32	0.002625
33	0.007386
34	0.009462
35	0.012086
36	0.013307
37	0.013307
38	0.016787
39	0.018679
40	0.015322
41	0.009034
42	0.007081
43	0.008729
44	0.018374
45	0.024966
46	0.024783
47	0.026920
48	0.032658
49	0.035344
50	0.034733
51	0.027408
52	0.017885
53	0.004639
54	-0.011171
55	-0.019106
56	-0.014345
57	-0.006593
58	0.003235
59	0.015200
60	0.027958
61	0.036259
62	0.042608
63	0.046576
64	0.048224
