0	1.000000
1	0.934074
2	0.875961
3	0.819863
4	0.764314
5	0.710170
6	0.656574
7	0.602246
8	0.548529
9	0.494201
10	0.440361
11	0.387254
12	0.334636
13	0.283360
14	0.232817
15	0.183250
16	0.136003
17	0.092174
18	0.050726
19	0.011354
20	-0.024417
21	-0.058113
22	-0.087901
23	-0.113783
24	-0.136369
25	-0.156635
26	-0.173239
27	-0.186180
28	-0.196191
29	-0.204859
30	-0.211940
31	-0.216823
32	-0.219753
33	-0.220608
34	-0.220486
35	-0.218044
36	-0.214137
37	-0.209010
38	-0.202417
39	-0.194970
40	-0.187279
41	-0.178305
42	-0.168600
43	-0.157002
44	-0.144915
45	-0.129654
46	-0.113539
47	-0.097363
48	-0.082224
49	-0.067391
50	-0.052375
51	-0.037480
52	-0.022586
53	-0.009767
54	0.001587
55	0.012697
56	0.024417
57	0.035527
58	0.047491
59	0.057258
60	0.064217
61	0.069466
62	0.074228
63	0.077036
64	0.077890
